,events.out.tfevents.1552046124.gpu18
0,2.3338451385498047
10,1.9705610275268555
20,1.935536503791809
30,1.780014991760254
40,1.6986215114593506
50,1.6098860502243042
60,1.6439356803894043
70,1.5916024446487427
80,1.5101982355117798
90,1.4523953199386597
98,1.455796718597412
108,1.4829621315002441
118,1.2953319549560547
128,1.367061734199524
138,1.277312159538269
148,1.3111987113952637
158,1.2094602584838867
168,1.1996817588806152
178,1.1349488496780396
188,1.1111390590667725
196,1.0432043075561523
206,1.0906574726104736
216,0.9787402749061584
226,1.0394781827926636
236,1.0539610385894775
246,0.968990683555603
256,0.966118574142456
266,0.9800001382827759
276,0.9554157257080078
286,0.8465633392333984
294,0.943822979927063
304,0.8015220165252686
314,0.7951188087463379
324,0.8509156703948975
334,0.9046645164489746
344,0.8166313171386719
354,0.8603746891021729
364,0.7012898921966553
374,0.8301572799682617
384,0.7794949412345886
392,0.6901462078094482
402,0.7288059592247009
412,0.7065483331680298
422,0.7288134098052979
432,0.6298476457595825
442,0.7223440408706665
452,0.6902973651885986
462,0.7190587520599365
472,0.6905562877655029
482,0.5896949768066406
490,0.5604475736618042
500,0.607035756111145
510,0.6911236643791199
520,0.6759933233261108
530,0.6230976581573486
540,0.6915241479873657
550,0.6124684810638428
560,0.6820453405380249
570,0.5876792669296265
580,0.6001582145690918
588,0.5524329543113708
598,0.5491546392440796
608,0.5069222450256348
618,0.5696936845779419
628,0.5777662992477417
638,0.5530520677566528
648,0.5443599820137024
658,0.6164904236793518
668,0.45012128353118896
678,0.5788314938545227
686,0.4841705560684204
696,0.5393836498260498
706,0.4812760651111603
716,0.486674964427948
726,0.4762798249721527
736,0.4953399896621704
746,0.4519296884536743
756,0.48821505904197693
766,0.5186245441436768
776,0.45882004499435425
784,0.43614456057548523
794,0.4767439365386963
804,0.4011254906654358
814,0.42017316818237305
824,0.46014276146888733
834,0.376446008682251
844,0.45128417015075684
854,0.44120681285858154
864,0.47256481647491455
874,0.4078245759010315
882,0.40050768852233887
892,0.40701714158058167
902,0.42555809020996094
912,0.3731144368648529
922,0.4459625482559204
932,0.3742809593677521
942,0.4278382658958435
952,0.4680023193359375
962,0.391039103269577
972,0.46140459179878235
980,0.3515589237213135
990,0.3264577388763428
1000,0.3856395483016968
1010,0.43536055088043213
1020,0.3641251027584076
1030,0.3167005181312561
1040,0.31730061769485474
1050,0.40631622076034546
1060,0.3755141496658325
1070,0.3821035623550415
1078,0.3674730658531189
1088,0.3507639169692993
1098,0.3637796938419342
1108,0.35501161217689514
1118,0.4312446713447571
1128,0.33583658933639526
1138,0.3560440242290497
1148,0.3522939085960388
1158,0.32740509510040283
1168,0.3600292205810547
1176,0.34710240364074707
1186,0.36316630244255066
1196,0.3212767243385315
1206,0.41130638122558594
1216,0.3706580102443695
1226,0.3006390333175659
1236,0.3649853467941284
1246,0.3482592701911926
1256,0.3705707788467407
1266,0.39193499088287354
1274,0.3164536952972412
1284,0.26854538917541504
1294,0.33563339710235596
1304,0.28578925132751465
1314,0.37242811918258667
1324,0.3242334723472595
1334,0.30674415826797485
1344,0.3412906527519226
1354,0.2849728465080261
1364,0.34873878955841064
1372,0.29068559408187866
1382,0.27178955078125
1392,0.3347458243370056
1402,0.31866228580474854
1412,0.24395929276943207
1422,0.3532413840293884
1432,0.3556382656097412
1442,0.3023557960987091
1452,0.3337164521217346
1462,0.30131375789642334
1470,0.25860849022865295
1480,0.24964453279972076
1490,0.24381542205810547
1500,0.3211122751235962
1510,0.35109758377075195
1520,0.3286370635032654
1530,0.27494287490844727
1540,0.3632679581642151
1550,0.32953470945358276
1560,0.30309927463531494
1568,0.26648053526878357
1578,0.2539466917514801
1588,0.2122708410024643
1598,0.25426480174064636
1608,0.2861476540565491
1618,0.3221402168273926
1628,0.30210039019584656
1638,0.2649635672569275
1648,0.2704097628593445
1658,0.29300299286842346
1666,0.24422307312488556
1676,0.2647061347961426
1686,0.23536857962608337
1696,0.21238240599632263
1706,0.23474229872226715
1716,0.26441890001296997
1726,0.20281463861465454
1736,0.30142873525619507
1746,0.2988134026527405
1756,0.30553138256073
1764,0.27285879850387573
1774,0.2675113081932068
1784,0.25281596183776855
1794,0.22141827642917633
1804,0.22467157244682312
1814,0.2952752709388733
1824,0.2586574852466583
1834,0.241310715675354
1844,0.3162998557090759
1854,0.24521352350711823
1862,0.2409197986125946
1872,0.2259158492088318
1882,0.2150498628616333
1892,0.2317948341369629
1902,0.2333751916885376
1912,0.3371661305427551
1922,0.2413940131664276
1932,0.28074556589126587
1942,0.26934418082237244
1952,0.27025002241134644
1960,0.2506166994571686
1970,0.2682397961616516
1980,0.1905800700187683
1990,0.24029648303985596
2000,0.1926780343055725
2010,0.2580820322036743
2020,0.3083418607711792
2030,0.23487603664398193
2040,0.25890371203422546
2050,0.22178831696510315
2058,0.2326771318912506
2068,0.22122232615947723
2078,0.19697368144989014
2088,0.19231611490249634
2098,0.2755974531173706
2108,0.2050783634185791
2118,0.24928028881549835
2128,0.21470195055007935
2138,0.24697698652744293
2148,0.26202648878097534
2156,0.1719004511833191
2166,0.21584966778755188
2176,0.1968402862548828
2186,0.21908879280090332
2196,0.24652165174484253
2206,0.25723859667778015
2216,0.3016088008880615
2226,0.26187586784362793
2236,0.2580600082874298
2246,0.26148098707199097
2254,0.3193671703338623
2264,0.19826237857341766
2274,0.2057998776435852
2284,0.156333327293396
2294,0.2303258180618286
2304,0.24874117970466614
2314,0.17738598585128784
2324,0.27205586433410645
2334,0.2278062403202057
2344,0.20687666535377502
2352,0.20165683329105377
2362,0.2774277627468109
2372,0.22600297629833221
2382,0.19306695461273193
2392,0.1918898969888687
2402,0.24369284510612488
2412,0.2087879627943039
2422,0.21736174821853638
2432,0.20232871174812317
2442,0.20507356524467468
2450,0.22460685670375824
2460,0.13741886615753174
2470,0.2085903435945511
2480,0.23265379667282104
2490,0.20310524106025696
2500,0.2158648520708084
2510,0.22600942850112915
2520,0.23323193192481995
2530,0.2422727793455124
2540,0.24638457596302032
2548,0.1880490928888321
2558,0.1837383359670639
2568,0.15686291456222534
2578,0.19944718480110168
2588,0.21875067055225372
2598,0.2333579659461975
2608,0.1862354576587677
2618,0.20203757286071777
2628,0.20392706990242004
2638,0.2555578052997589
2646,0.1789202094078064
2656,0.19981393218040466
2666,0.19181013107299805
2676,0.1791185736656189
2686,0.24130818247795105
2696,0.23166193068027496
2706,0.3131016492843628
2716,0.23349688947200775
2726,0.2339031994342804
2736,0.20604157447814941
2744,0.2121538519859314
2754,0.18948501348495483
2764,0.19878053665161133
2774,0.19507810473442078
2784,0.17529809474945068
2794,0.20441071689128876
2804,0.1892385333776474
2814,0.19396810233592987
2824,0.1927228569984436
2834,0.2322053760290146
2842,0.17219625413417816
2852,0.15504926443099976
2862,0.15024694800376892
2872,0.2184838056564331
2882,0.22599948942661285
2892,0.20653796195983887
2902,0.2312222421169281
2912,0.23188598453998566
2922,0.1917666494846344
2932,0.1922438144683838
2940,0.21284924447536469
2950,0.256533682346344
2960,0.20927244424819946
2970,0.20269978046417236
2980,0.2181793600320816
2990,0.14793601632118225
3000,0.20249490439891815
3010,0.20815680921077728
3020,0.21749179065227509
3030,0.19701457023620605
3038,0.22200287878513336
3048,0.21406494081020355
3058,0.15866276621818542
3068,0.19399166107177734
3078,0.18588921427726746
3088,0.21197198331356049
3098,0.14372822642326355
3108,0.1871856153011322
3118,0.1684301197528839
3128,0.20588862895965576
3136,0.18590077757835388
3146,0.17596808075904846
3156,0.20099931955337524
3166,0.19771546125411987
3176,0.18936121463775635
3186,0.17216478288173676
3196,0.2134779840707779
3206,0.18796952068805695
3216,0.20356059074401855
3226,0.19242453575134277
3234,0.1569715142250061
3244,0.17537330090999603
3254,0.16589301824569702
3264,0.16474434733390808
3274,0.15212352573871613
3284,0.24034231901168823
3294,0.19261151552200317
3304,0.22096961736679077
3314,0.17164725065231323
3324,0.25840064883232117
3332,0.20806927978992462
3342,0.1516144573688507
3352,0.136417418718338
3362,0.14871472120285034
3372,0.18836334347724915
3382,0.17112606763839722
3392,0.14353688061237335
3402,0.18404249846935272
3412,0.1837977170944214
3422,0.2086314558982849
3430,0.17976871132850647
3440,0.15966935455799103
3450,0.18552392721176147
3460,0.14627328515052795
3470,0.15685629844665527
3480,0.2001299411058426
3490,0.18541565537452698
3500,0.1670137345790863
3510,0.17130683362483978
3520,0.19116491079330444
3528,0.17881497740745544
3538,0.1719861775636673
3548,0.155223548412323
3558,0.1871749609708786
3568,0.21024233102798462
3578,0.16545331478118896
3588,0.20907379686832428
3598,0.16459664702415466
3608,0.14842334389686584
3618,0.2153725028038025
3626,0.17313960194587708
3636,0.17461347579956055
3646,0.12855365872383118
3656,0.16753485798835754
3666,0.14693541824817657
3676,0.2071690559387207
3686,0.1493772268295288
3696,0.18087925016880035
3706,0.1843138039112091
3716,0.1801295280456543
3724,0.18805357813835144
3734,0.14812499284744263
3744,0.12477010488510132
3754,0.1594047248363495
3764,0.1451544463634491
3774,0.15901541709899902
3784,0.15945827960968018
3794,0.14389550685882568
3804,0.168033167719841
3814,0.2405407726764679
3822,0.17901955544948578
3832,0.17690953612327576
3842,0.15453438460826874
3852,0.18270587921142578
3862,0.16172218322753906
3872,0.1912737935781479
3882,0.19418194890022278
3892,0.17345735430717468
3902,0.16631808876991272
3912,0.1718667894601822
3920,0.1067032665014267
3930,0.15934020280838013
3940,0.13518686592578888
3950,0.16869650781154633
3960,0.18568165600299835
3970,0.13547827303409576
3980,0.19973890483379364
3990,0.15383759140968323
4000,0.20798754692077637
4010,0.16774201393127441
4018,0.1303882747888565
4028,0.18468400835990906
4038,0.18295332789421082
4048,0.22494542598724365
4058,0.14896629750728607
4068,0.14350110292434692
4078,0.11686491221189499
4088,0.2000749111175537
4098,0.1521458625793457
4108,0.1284685730934143
4116,0.17570236325263977
4126,0.14511403441429138
4136,0.1375458985567093
4146,0.17895548045635223
4156,0.15323126316070557
4166,0.1475226879119873
4176,0.16496846079826355
4186,0.17993159592151642
4196,0.17853224277496338
4206,0.14880165457725525
4214,0.12405459582805634
4224,0.12979483604431152
4234,0.15955065190792084
4244,0.16368842124938965
4254,0.15967369079589844
4264,0.15515878796577454
4274,0.20114587247371674
4284,0.13928593695163727
4294,0.13284964859485626
4304,0.15548908710479736
4312,0.12534023821353912
4322,0.13379749655723572
4332,0.1375131905078888
4342,0.16728650033473969
4352,0.12382595986127853
4362,0.19423836469650269
4372,0.1516837477684021
4382,0.19543711841106415
4392,0.13599169254302979
4402,0.1560308039188385
4410,0.14276103675365448
4420,0.14030374586582184
4430,0.1112268716096878
4440,0.13929833471775055
4450,0.1047806590795517
4460,0.13896752893924713
4470,0.18149957060813904
4480,0.15590117871761322
4490,0.17415502667427063
4500,0.15093454718589783
4508,0.15071384608745575
4518,0.15381091833114624
4528,0.14836779236793518
4538,0.15754765272140503
4548,0.16586872935295105
4558,0.1402760148048401
4568,0.13687372207641602
4578,0.16858021914958954
4588,0.16979527473449707
4598,0.145529642701149
4606,0.1841919720172882
4616,0.15541008114814758
4626,0.13959360122680664
4636,0.10575372725725174
4646,0.16186286509037018
4656,0.14012765884399414
4666,0.1787910759449005
4676,0.15323565900325775
4686,0.13890723884105682
4696,0.14719662070274353
4704,0.1841185986995697
4714,0.1426626294851303
4724,0.11999876797199249
4734,0.1986921727657318
4744,0.11409154534339905
4754,0.14120128750801086
4764,0.15475159883499146
4774,0.15142923593521118
4784,0.1902846097946167
4794,0.15078243613243103
4802,0.14923685789108276
4812,0.13617339730262756
4822,0.13574561476707458
4832,0.14486604928970337
4842,0.1337253749370575
4852,0.12531331181526184
4862,0.12271895259618759
4872,0.11661860346794128
4882,0.1948188841342926
4892,0.18567660450935364
4900,0.08854328095912933
4910,0.0896872729063034
4920,0.07131027430295944
4930,0.06650303304195404
4940,0.08520381152629852
4950,0.07350632548332214
4960,0.07502295076847076
4970,0.048815034329891205
4980,0.06675370782613754
4990,0.05761333554983139
4998,0.0519847646355629
5008,0.03476153686642647
5018,0.05379830300807953
5028,0.060299549251794815
5038,0.04033654183149338
5048,0.05338671803474426
5058,0.03452757000923157
5068,0.0392739400267601
5078,0.059606123715639114
5088,0.04665955901145935
5096,0.05396527796983719
5106,0.03217974305152893
5116,0.04565155878663063
5126,0.03604266792535782
5136,0.03206687420606613
5146,0.032205257564783096
5156,0.04126736521720886
5166,0.037292614579200745
5176,0.04797825217247009
5186,0.04480930417776108
5194,0.03645937889814377
5204,0.037007950246334076
5214,0.027994390577077866
5224,0.04251869395375252
5234,0.021700812503695488
5244,0.029131099581718445
5254,0.0365019328892231
5264,0.04997115582227707
5274,0.016925137490034103
5284,0.05447990447282791
5292,0.031965162605047226
5302,0.03498624265193939
5312,0.029851682484149933
5322,0.02470722794532776
5332,0.028831714764237404
5342,0.04072142019867897
5352,0.020258767530322075
5362,0.021809320896863937
5372,0.016998212784528732
5382,0.027042262256145477
5390,0.03364432603120804
5400,0.01934179477393627
5410,0.02802075445652008
5420,0.023018382489681244
5430,0.03885283321142197
5440,0.02484496682882309
5450,0.027572281658649445
5460,0.02493542991578579
5470,0.014412756077945232
5480,0.04104407876729965
5488,0.030850162729620934
5498,0.011760100722312927
5508,0.03148779273033142
5518,0.016625206917524338
5528,0.025236522778868675
5538,0.023927338421344757
5548,0.0417134091258049
5558,0.026938937604427338
5568,0.01800450310111046
5578,0.038461171090602875
5586,0.018349863588809967
5596,0.021877743303775787
5606,0.016774289309978485
5616,0.012680863961577415
5626,0.020568955689668655
5636,0.0234089158475399
5646,0.036893367767333984
5656,0.016844548285007477
5666,0.01784970611333847
5676,0.024900201708078384
5684,0.024228395894169807
5694,0.024666782468557358
5704,0.021081063896417618
5714,0.011384671553969383
5724,0.021102847531437874
5734,0.022066377103328705
5744,0.018250390887260437
5754,0.021495718508958817
5764,0.02555115520954132
5774,0.019861457869410515
5782,0.015886418521404266
5792,0.014396365731954575
5802,0.011266803368926048
5812,0.03207814320921898
5822,0.016581233590841293
5832,0.02166064642369747
5842,0.009097836911678314
5852,0.01306737307459116
5862,0.015331733971834183
5872,0.013760412111878395
5880,0.012820069678127766
5890,0.015322067774832249
5900,0.022464677691459656
5910,0.014320557937026024
5920,0.0168159157037735
5930,0.03213343396782875
5940,0.014826180413365364
5950,0.018285084515810013
5960,0.014278579503297806
5970,0.018421337008476257
5978,0.0102833928540349
5988,0.01151479035615921
5998,0.01850588619709015
6008,0.01819302886724472
6018,0.01415693573653698
6028,0.012998472899198532
6038,0.01904207468032837
6048,0.014113877899944782
6058,0.01669323816895485
6068,0.015850067138671875
6076,0.017141610383987427
6086,0.013738099485635757
6096,0.012317510321736336
6106,0.012172462418675423
6116,0.014792688190937042
6126,0.017887219786643982
6136,0.021952461451292038
6146,0.012293599545955658
6156,0.0227607823908329
6166,0.008105261251330376
6174,0.008070017211139202
6184,0.00975425448268652
6194,0.015738286077976227
6204,0.010612665675580502
6214,0.01118515059351921
6224,0.009128794074058533
6234,0.015359867364168167
6244,0.02020104229450226
6254,0.01388726569712162
6264,0.009524825029075146
6272,0.015556310303509235
6282,0.008234606124460697
6292,0.008417225442826748
6302,0.011058333329856396
6312,0.008149164728820324
6322,0.01524414587765932
6332,0.007230435498058796
6342,0.010975672863423824
6352,0.014511842280626297
6362,0.008662942796945572
6370,0.008629733696579933
6380,0.01261607650667429
6390,0.011647152714431286
6400,0.010641071014106274
6410,0.019806159660220146
6420,0.01821734383702278
6430,0.009678823873400688
6440,0.015502216294407845
6450,0.009119940921664238
6460,0.014761925674974918
6468,0.004733256064355373
6478,0.00467116292566061
6488,0.018003730103373528
6498,0.011794719845056534
6508,0.009042276069521904
6518,0.01065702736377716
6528,0.012036994099617004
6538,0.010201702825725079
6548,0.009440640918910503
6558,0.01447575818747282
6566,0.009299227967858315
6576,0.019649848341941833
6586,0.004455506335943937
6596,0.007268725894391537
6606,0.009794839657843113
6616,0.008174472488462925
6626,0.013207018375396729
6636,0.012875659391283989
6646,0.011059042997658253
6656,0.007381805218756199
6664,0.01407433021813631
6674,0.007508222945034504
6684,0.007151472382247448
6694,0.012426577508449554
6704,0.011792407371103764
6714,0.009467994794249535
6724,0.004866249859333038
6734,0.01418746542185545
6744,0.007591866888105869
6754,0.010314051061868668
6762,0.004474240355193615
6772,0.00798592995852232
6782,0.011889021843671799
6792,0.007863721810281277
6802,0.011258050799369812
6812,0.008669722825288773
6822,0.004259807989001274
6832,0.008831021375954151
6842,0.00486461166292429
6852,0.01191121619194746
6860,0.008330877870321274
6870,0.012513557448983192
6880,0.007925810292363167
6890,0.005903762765228748
6900,0.00469197379425168
6910,0.008393756113946438
6920,0.00730188237503171
6930,0.008146077394485474
6940,0.0037386277690529823
6950,0.010945846326649189
6958,0.007063641212880611
6968,0.018452975898981094
6978,0.01344643346965313
6988,0.006507249549031258
6998,0.0064926184713840485
7008,0.012806813232600689
7018,0.009021611884236336
7028,0.008396784774959087
7038,0.013251802884042263
7048,0.007146194577217102
7056,0.008722931146621704
7066,0.0063748471438884735
7076,0.007592873647809029
7086,0.005558573175221682
7096,0.0064159841276705265
7106,0.009696409106254578
7116,0.010354628786444664
7126,0.009747902862727642
7136,0.010149514302611351
7146,0.007943560369312763
7154,0.0056061772629618645
7164,0.005498379468917847
7174,0.0059491973370313644
7184,0.01011704746633768
7194,0.00903155654668808
7204,0.00576705951243639
7214,0.006634185090661049
7224,0.005461139604449272
7234,0.005978066474199295
7244,0.006413477472960949
7252,0.012602072209119797
7262,0.008533150888979435
7272,0.004576040431857109
7282,0.007293239235877991
7292,0.010143173858523369
7302,0.005771871656179428
7312,0.005314026027917862
7322,0.006613866426050663
7332,0.00616931077092886
7342,0.008283267728984356
7350,0.004852663725614548
7360,0.006739575415849686
7370,0.0060408879071474075
7380,0.007035356946289539
7390,0.007271685637533665
7400,0.009628178551793098
7410,0.006023744121193886
7420,0.0052088527008891106
7430,0.0037684133276343346
7440,0.007149529177695513
7448,0.007649636827409267
7458,0.012038378044962883
7468,0.010148612782359123
7478,0.010052146390080452
7488,0.0056381188333034515
7498,0.004425982944667339
7508,0.00838720053434372
7518,0.006367477588355541
7528,0.009597553871572018
7538,0.004091915674507618
7546,0.005561193451285362
7556,0.0100778229534626
7566,0.003901200369000435
7576,0.010548604652285576
7586,0.008378615602850914
7596,0.013749956153333187
7606,0.004516869783401489
7616,0.012526567094027996
7626,0.015017691999673843
7636,0.007817083969712257
7644,0.008679165504872799
7654,0.007537441328167915
7664,0.004995635710656643
7674,0.004223895259201527
7684,0.008661283180117607
7694,0.007041561882942915
7704,0.007451651152223349
7714,0.0048078009858727455
7724,0.004910054616630077
7734,0.01325803529471159
7742,0.005954599007964134
7752,0.009164158254861832
7762,0.024554921314120293
7772,0.004594356752932072
7782,0.004084049724042416
7792,0.005994879640638828
7802,0.010845638811588287
7812,0.006764961406588554
7822,0.0035878950729966164
7832,0.00861397571861744
7840,0.0074877142906188965
7850,0.002985592931509018
7860,0.017981983721256256
7870,0.0023819636553525925
7880,0.005934815388172865
7890,0.005181427113711834
7900,0.007066104561090469
7910,0.00344274565577507
7920,0.006355686113238335
7930,0.007348354905843735
7938,0.008113598451018333
7948,0.015867045149207115
7958,0.00756492093205452
7968,0.00916971918195486
7978,0.0038283802568912506
7988,0.004917562007904053
7998,0.012918459251523018
8008,0.009487038478255272
8018,0.002920839935541153
8028,0.006938336417078972
8036,0.0026224087923765182
8046,0.005843419581651688
8056,0.005955271422863007
8066,0.00591697171330452
8076,0.005213575437664986
8086,0.007788118906319141
8096,0.006296415813267231
8106,0.0041275471448898315
8116,0.005380266346037388
8126,0.006448681466281414
8134,0.00540009792894125
8144,0.0035628667101264
8154,0.006261463277041912
8164,0.00310407392680645
8174,0.004691477864980698
8184,0.004758293740451336
8194,0.0053466008976101875
8204,0.003496287390589714
8214,0.0036098798736929893
8224,0.004260249435901642
8232,0.005067484453320503
8242,0.003135685808956623
8252,0.005145235452800989
8262,0.0056006526574492455
8272,0.005113419145345688
8282,0.0033850958570837975
8292,0.004581404849886894
8302,0.005382964853197336
8312,0.003917611204087734
8322,0.005487384274601936
8330,0.0063808634877204895
8340,0.004309214651584625
8350,0.005801317282021046
8360,0.003768928349018097
8370,0.003725375048816204
8380,0.004424582235515118
8390,0.007299403659999371
8400,0.005896688438951969
8410,0.004068509675562382
8420,0.005347570404410362
8428,0.00460031908005476
8438,0.006487805396318436
8448,0.0032290760427713394
8458,0.004224034026265144
8468,0.0066048866137862206
8478,0.003440692089498043
8488,0.005640794523060322
8498,0.004483555443584919
8508,0.0050572799518704414
8518,0.0035644862800836563
8526,0.006289434619247913
8536,0.005057955160737038
8546,0.005085625685751438
8556,0.009888429194688797
8566,0.006383322179317474
8576,0.007682144176214933
8586,0.0032131681218743324
8596,0.007351266220211983
8606,0.010522061958909035
8616,0.004459831863641739
8624,0.002826126292347908
8634,0.0029482096433639526
8644,0.008847534656524658
8654,0.012609075754880905
8664,0.004898988641798496
8674,0.00431633647531271
8684,0.005959062837064266
8694,0.005588610656559467
8704,0.006856377236545086
8714,0.005954495631158352
8722,0.00487173069268465
8732,0.004179020412266254
8742,0.0028495239093899727
8752,0.007429143413901329
8762,0.006383023224771023
8772,0.005982112139463425
8782,0.006434021517634392
8792,0.004950344562530518
8802,0.00647929310798645
8812,0.002529338002204895
8820,0.005938197020441294
8830,0.002838747575879097
8840,0.0021012919023633003
8850,0.00487304013222456
8860,0.005823701620101929
8870,0.01660470850765705
8880,0.0030710669234395027
8890,0.006200328469276428
8900,0.003445195034146309
8910,0.002282664179801941
8918,0.00573579128831625
8928,0.0101539958268404
8938,0.009920959360897541
8948,0.0075318338349461555
8958,0.0029847780242562294
8968,0.006506858393549919
8978,0.0032748980447649956
8988,0.004104143939912319
8998,0.005404682829976082
9008,0.004350708797574043
9016,0.0027529383078217506
9026,0.005094160325825214
9036,0.005842369049787521
9046,0.003965514712035656
9056,0.0025002826005220413
9066,0.0060508968308568
9076,0.0036335736513137817
9086,0.00987911969423294
9096,0.0035190442577004433
9106,0.006554797291755676
9114,0.002738717943429947
9124,0.0029903724789619446
9134,0.003504951484501362
9144,0.004516196437180042
9154,0.004368468187749386
9164,0.005355518311262131
9174,0.0031592827290296555
